"Bureau of Justice Statistics																				",,,,,,,,,,,,,,,,,,,,
"Filename: jeee12fut11.csv																				",,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2012																				",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2012 - Final (Update) NCJ 250326																				",,,,,,,,,,,,,,,,,,,,
"Data source: Justice Expenditure and Employment Extracts Program (JEEE)																				",,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
"Date of version: 7/7/2021															",,,,,,,,,,,,,,,,,,,,
"																				",,,,,,,,,,,,,,,,,,,,
"Table 11. Justice system employment and payrolls of state governments, by activity, March 2012																				",,,,,,,,,,,,,,,,,,,,
"(Payroll amounts in thousands of dollars)																				",,,,,,,,,,,,,,,,,,,,
"																				",,,,,,,,,,,,,,,,,,,,
State,Total justice system total employees,Total justice system full-time employees,Total justice system full-time equivlalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protections full-time employees,Police protection full-time equivlalent employees ,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivlalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivlalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
U.S. total,"732,039","711,306","722,031","3,364,674","4,660","102,715","99,924","101,086","561,105","5,570","176,949","167,998","172,456","915,346","5,323","452,375","443,384","448,489","1,888,223","4,203"
Alabama,"9,896","9,605","9,795","36,581","3,754","1,458","1,458","1,458","5,567","3,818","3,270","3,062","3,197","14,450","4,609","5,168","5,085","5,140","16,564","3,221"
Alaska,"4,154","3,997","4,070","23,110","5,704",691,647,655,"4,180","6,426","1,511","1,456","1,483","8,936","6,032","1,952","1,894","1,932","9,994","5,205"
Arizona,"14,588","14,442","14,522","56,803","3,903","1,870","1,828","1,847","9,417","5,100","2,144","2,066","2,111","9,732","4,590","10,574","10,548","10,564","37,654","3,560"
Arkansas,"7,998","7,832","7,911","28,074","3,528","1,240","1,230","1,235","4,643","3,764","1,442","1,294","1,364","5,286","3,759","5,316","5,308","5,312","18,145","3,417"
California,"74,121","70,993","72,989","489,096","6,732","11,115","11,003","11,041","78,578","7,125","6,240","5,822","6,033","39,749","6,602","56,766","54,168","55,915","370,769","6,666"
Colorado,"13,279","12,607","13,004","59,610","4,579","1,235","1,218","1,226","6,733","5,496","4,760","4,165","4,508","22,497","5,014","7,284","7,224","7,270","30,380","4,173"
Connecticut,"14,081","13,386","13,555","80,955","5,933","2,073","1,843","1,873","13,181","7,072","6,208","5,825","5,917","33,348","5,545","5,800","5,718","5,765","34,426","5,961"
