"Bureau of Justice Statistics																				",,,,,,,,,,,,,,,,,,,,
"Filename: jeee12fut04.csv																				",,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure, by character, state, and type of government, fiscal 2012																				",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2012 - Final (Update) NCJ 250326",,,,,,,,,,,,,,,,,,,,
"Data source: Justice Expenditure and Employment Extracts Program (JEEE)																				",,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician																				",,,,,,,,,,,,,,,,,,,,
"Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765																				",,,,,,,,,,,,,,,,,,,,
Date of version: 7/7/2021,,,,,,,,,,,,,,,,,,,,
"																				",,,,,,,,,,,,,,,,,,,,
"Table 4. Justice system expenditure, by character, state, and type of government, fiscal 2012																				",,,,,,,,,,,,,,,,,,,,
"(Thousands of dollars)																				",,,,,,,,,,,,,,,,,,,,
"																				",,,,,,,,,,,,,,,,,,,,
State and type of government,Total justice system total expenditure/a,Total justice system total direct expenditure,Total justice system direct current expenditure,Total justice system capital outlay ,Total justice system intergovernmental expenditure total,Police protection total expenditure/a,Police protection total direct expenditure,Police protection direct current expenditure,Police protection capital outlay,Police protection intergovernmental expenditure total,Judicial and legal total expenditure/a,Judicial and legal total direct expenditure,Judicial and legal direct current expenditure,Judicial and legal capital outlay,Judicial and legal intergovernmental expenditure total ,Corrections total expenditure/a,Corrections total direct expenditure,Corrections direct current expenditure,Corrections capital outlay,Corrections intergovernmental expenditure total
"U.S. - States-local, total","212,495,624","212,495,624","203,897,553","8,598,071",-,"96,875,942","96,875,942","93,198,776","3,677,166",-,"43,262,077","43,262,077","41,496,976","1,765,101",-,"72,357,605","72,357,605","69,201,801","3,155,804",-
U.S. - State,"86,172,517","80,247,662","76,602,620","3,645,042","5,924,855","14,474,299","12,924,650","12,195,705","728,945","1,549,649","23,366,753","21,711,167","20,638,318","1,072,849","1,655,586","48,331,465","45,611,845","43,768,597","1,843,248","2,719,620"
"U.S. - Local, total","133,107,909","132,247,962","127,294,933","4,953,029","859,947","83,962,419","83,951,292","81,003,071","2,948,221","11,127","22,236,701","21,550,910","20,858,658","692,252","685,791","26,908,789","26,745,760","25,433,204","1,312,556","163,029"
U.S. - Counties,"65,990,309","65,077,028","62,456,834","2,620,194","913,281","26,028,803","25,985,015","24,967,604","1,017,411","43,788","17,097,681","16,410,080","15,894,176","515,904","687,601","22,863,825","22,681,933","21,595,054","1,086,879","181,892"
U.S. - Municipalities,"63,379,501","62,141,020","59,929,516","2,211,504","1,238,481","54,574,416","53,646,286","51,817,333","1,828,953","928,130","4,822,129","4,781,402","4,607,536","173,866","40,727","3,982,956","3,713,332","3,504,647","208,685","269,624"
