Bureau of Justice Statistics,,,,,,,,,,,,,,,,,,,,
Filename: jeee12fut13.csv,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 68 large county governments, by activity, March 2012",,,,,,,,,,,,,,,,,,,,
"Series title: Justice Expenditure and Employment Extracts, 2012 - Final (Update) NCJ 250326											",,,,,,,,,,,,,,,,,,,,
Data source: Justice Expenditure and Employment Extracts Program (JEEE),,,,,,,,,,,,,,,,,,,,
"Author: Emily D. Buehler, Ph.D., BJS Statistician",,,,,,,,,,,,,,,,,,,,
Refer questions to: askbjs@ojp.usdoj.gov (202) 307-0765,,,,,,,,,,,,,,,,,,,,
Date of version: 7/7/2021,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Table 13. Justice system employment and payrolls of 68 large county governments, by activity, March 2012",,,,,,,,,,,,,,,,,,,,
(Payroll amounts in thousands of dollars),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
County,Total justice system total employees,Total justice system full-time employees ,Total justice system full-time equivalent employees,Total justice system March payrolls,Total justice system average earnings of full-time employees (dollars),Police protection total employees,Police protection full-time employees,Police protection full-time equivalent employees,Police protection March payrolls,Police protection average earnings of full-time employees (dollars),Judicial and legal total employees,Judicial and legal full-time employees,Judicial and legal full-time equivalent employees,Judicial and legal March payrolls,Judicial and legal average earnings of full-time employees (dollars),Corrections total employees,Corrections full-time employees,Corrections full-time equivalent employees,Corrections March payrolls,Corrections average earnings of full-time employees (dollars)
"Alameda, CA","2,675","2,621","2,660","21,135","7,978","1,556","1,538","1,549","12,292","7,945",553,531,546,"5,131","9,497",566,552,565,"3,713","6,611"
"Allegheny, PA","3,336","3,213","3,251","12,652","3,910",761,761,761,"3,564","4,684","1,662","1,662","1,662","5,806","3,493",913,790,828,"3,282","4,043"
"Baltimore, MD","3,569","3,199","3,327","16,278","4,984","2,690","2,371","2,466","12,947","5,366",400,372,387,"1,663","4,312",479,456,474,"1,668","3,546"
"Bergen, NJ",561,537,558,"4,962","9,092",246,231,245,"2,055","8,702",34,25,32,155,"4,832",281,281,281,"2,751","9,792"
"Bexar, TX","3,929","3,869","3,895","14,173","3,648",738,737,737,"3,014","4,088","1,182","1,138","1,157","4,615","4,018","2,009","1,994","2,001","6,544","3,274"
"Broward, FL","5,044","4,978","5,020","25,537","5,102","2,911","2,866","2,894","16,031","5,560","1,070","1,049","1,063","3,546","3,341","1,063","1,063","1,063","5,960","5,606"
"Clark, NV","6,981","6,261","6,464","41,785","6,553","4,726","4,155","4,247","27,430","6,510","1,493","1,344","1,455","9,034","6,439",762,762,762,"5,321","6,983"
"Contra Costa, CA","1,630","1,619","1,625","12,174","7,495",909,904,906,"6,940","7,665",405,401,403,"3,217","7,965",316,314,316,"2,017","6,405"
"Cook, IL","13,430","13,407","13,408","70,243","5,239",728,705,706,"5,615","7,952","6,906","6,906","6,906","34,146","4,944","5,796","5,796","5,796","30,481","5,259"
"Cuyahoga, OH","3,033","3,033","3,033","11,490","3,788",581,581,581,"2,400","4,131","1,594","1,594","1,594","5,890","3,695",858,858,858,"3,200","3,729"
"Dade, FL","8,760","8,236","8,505","55,169","6,621","4,535","4,038","4,289","32,631","7,939","1,590","1,568","1,582","7,486","4,737","2,635","2,630","2,634","15,052","5,720"
"Dallas, TX","5,400","5,222","5,326","20,123","3,798",921,838,895,"3,646","4,180","1,460","1,441","1,459","6,441","4,417","3,019","2,943","2,972","10,036","3,386"
"DeKalb, GA","2,916","2,911","2,914","12,348","4,239","1,388","1,383","1,386","5,957","4,301",967,967,967,"4,422","4,573",561,561,561,"1,969","3,510"
"Delaware, PA",798,748,758,"2,438","3,214",49,49,49,162,"3,306",744,694,704,"2,248","3,190",5,5,5,28,"5,656"
"Du Page, IL","1,214","1,201","1,209","5,591","4,629",334,328,331,"1,927","5,822",492,488,491,"1,902","3,885",388,385,387,"1,762","4,556"
"Erie, NY","1,025",995,"1,009","5,677","5,659",178,168,173,"1,006","5,889",186,183,184,988,"5,371",661,644,652,"3,683","5,681"
"Essex, NJ","1,761","1,750","1,754","11,969","6,829",435,434,434,"3,287","7,569",416,411,413,"2,925","7,096",910,905,907,"5,757","6,354"
"Fairfax, VA","3,011","2,820","2,876","18,769","6,526","1,699","1,609","1,629","11,609","7,127",530,483,504,"2,708","5,339",782,728,743,"4,452","5,986"
