"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,
"filename:  cjee0113.wk1",,,,,,,,,,,,,,,,,,,,,
"table 13.  Justice system employment and payrolls of 68 large county governments by activity, March 2001",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 2001, NCJ 202792",,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,
"author:  Lynn Bauer",,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,
"date of version:  12/19/2003",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 13.  Justice system employment and payrolls of 68 large county governments by activity, March 2001",,,,,,,,,,,,,,,,,,,,,
"(thousands of dollars)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,"                                                       Total justice system",,,,,"                                                      Police Protection",,,,,"                                                     Judicial and Legal",,,,,"                                                           Corrections",,,,,
,,"         Employment",,,,"                                 Employment",,,,,"                                 Employment",,,,,"                                    Employment",,,,,
"County","Total employees","Full-time employees","Full-time equivalent","March payrolls","Average earning of full-time employees","Total employees","Full-time employees","Full-time equivalent","March payrolls","Average earning of full-time employees","Total employees","Full-time employees","Full-time equivalent","March parolls","Average earning of full-time employees","Total employees","Full-time employees","Full-time equivalent","March payrolls","Average earning of full-time employees","County"
,,,,,,,,,,,,,,,,,,,,,
"Alameda, CA",3250,3078,3177,$17349.94,$5512.81,495,487,488,$3237.17,$6644.39,1337,1287,1318,$6675.73,$5057.86,1418,1304,1371,$7437.04,$5539.22,"Alameda, CA"
"Allegheny, PA",2993,2927,2971,$8694.54,$2947.31,603,602,603,$2078.83,$3450.15,1675,1647,1663,$4652.33,$2812.37,715,678,705,$1963.38,$2828.61,"Allegheny, PA"
