"Bureau of Justice Statistics",,,,,,,,,,,,,,,,,,,,,
"filename:  cjee9704.csv",,,,,,,,,,,,,,,,,,,,,
"table 4:  Justice system expenditure by activity, character, and object, State and level of government, fiscal 1997",,,,,,,,,,,,,,,,,,,,,
"series title:  Justice Expenditure and Employment Extracts 1997, NCJ 185672",,,,,,,,,,,,,,,,,,,,,
"data source:  Criminal Justice Expenditure and Employment Extracts Program (CJEE)",,,,,,,,,,,,,,,,,,,,,
"author:  Sidra Lea Gifford",,,,,,,,,,,,,,,,,,,,,
"refer questions to:  askbjs@ojp.usdoj.gov (202) 307-0765",,,,,,,,,,,,,,,,,,,,,
"date of version:  11/29/2000",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"Table 4.   Justice system expenditure by activity, character, and object, State and level of government, fiscal 1997",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
"(Thousands of dollars)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,"                                                            Total justice system",,,,,"                                                            Police protection",,,,,"                                                           Judicial and Legal",,,,,"                                                                   Corrections",,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"                                  Direct expenditure",,,"Intergov-",,"                                 Direct expenditure",,,"Intergov-",,"                                 Direct expenditure",,,"Intergov-",,"                                   Direct expenditure",,,"Intergov-",
,,,,,"ernmental",,,,,"ernmental",,,,,"ernmental",,,,,"ernmental",
"State and level",,"Total","Direct","Capital","expenditure",,"Total","Direct","Capital","expenditure",,"Total","Direct","Capital","expenditure",,"Total","Direct","Capital","expenditure","State and level"
"of government","Total/a","direct","current","outlay","Total","Total/a","direct","current","outlay","Total","Total/a","direct","current","outlay","Total","Total/a","direct","current","outlay","Total","of government"
,,,,,,,,,,,,,,,,,,,,,
"States-local, total",109269452,109269452,102518112,6751340,"-",47643530,47643530,44973031,2670499,"-",21645774,21645774,20440729,1205045,"-",39980148,39980148,37104352,2875796,"-","States-local, total"
"State",46444440,42353331,39415420,2937911,4091109,7500993,6669520,6191333,478187,831473,9802868,8566938,8109024,457914,1235930,29140579,27116873,25115063,2001810,2023706,"State"
"Local, total",67083392,66916121,63102692,3813429,167271,40976407,40974010,38781698,2192312,2397,13100607,13078836,12331705,747131,21771,13006378,12863275,11989289,873986,143103,"Local, total"
"Counties",31778467,31576448,29658401,1918047,202019,11391936,11328607,10705518,623089,63329,9955787,9928998,9291953,637045,26789,10430744,10318843,9660930,657913,111901,"Counties"
"Municipalities",35869278,35339673,33444291,1895382,529605,30050787,29645403,28076180,1569223,405384,3160219,3149838,3039752,110086,10381,2658272,2544432,2328359,216073,113840,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Alabama",1089836,1089836,1048288,41548,"-",541374,541374,516621,24753,"-",225112,225112,219149,5963,"-",323350,323350,312518,10832,"-","Alabama"
"State",473116,454685,441592,13093,18431,93163,79940,72749,7191,13223,146083,146083,144096,1987,0,233870,228662,224747,3915,5208,"State"
"Local, total",635177,635151,606696,28455,26,461434,461434,443872,17562,0,79055,79029,75053,3976,26,94688,94688,87771,6917,0,"Local, total"
"Counties",250767,250767,240524,10243,0,114801,114801,112030,2771,0,50616,50616,49806,810,0,85350,85350,78688,6662,0,"Counties"
"Municipalities",386197,384384,366172,18212,1813,346641,346633,331842,14791,8,30007,28413,25247,3166,1594,9549,9338,9083,255,211,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Alaska",447528,447528,426480,21048,"-",151192,151192,139695,11497,"-",146513,146513,141433,5080,"-",149823,149823,145352,4471,"-","Alaska"
"State",345041,335501,325006,10495,9540,56722,49854,48779,1075,6868,136193,136193,131244,4949,0,152126,149454,144983,4471,2672,"State"
"Local, total",112027,112027,101474,10553,0,101338,101338,90916,10422,0,10320,10320,10189,131,0,369,369,369,0,0,"Local, total"
"Boroughs",21927,21927,12906,9021,0,18276,18276,9260,9016,0,3651,3651,3646,5,0,0,0,0,0,0,"Boroughs"
"Municipalities",90100,90100,88568,1532,0,83062,83062,81656,1406,0,6669,6669,6543,126,0,369,369,369,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Arizona",2023736,2023736,1909331,114405,"-",869854,869854,814650,55204,"-",452076,452076,436373,15703,"-",701806,701806,658308,43498,"-","Arizona"
"State",818707,731339,665979,65360,87368,132094,123777,104200,19577,8317,122463,102861,98437,4424,19602,564150,504701,463342,41359,59449,"State"
"Local, total",1292487,1292397,1243352,49045,90,746077,746077,710450,35627,0,349215,349215,337936,11279,0,197195,197105,194966,2139,90,"Local, total"
"Counties",618859,618769,609998,8771,90,159377,159377,157165,2212,0,262888,262888,258467,4421,0,196594,196504,194366,2138,90,"Counties"
"Municipalities",682946,673628,633354,40274,9318,587835,586700,553285,33415,1135,86327,86327,79469,6858,0,8784,601,600,1,8183,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Arkansas",649888,649888,597919,51969,"-",292379,292379,266808,25571,"-",116814,116814,112886,3928,"-",240695,240695,218225,22470,"-","Arkansas"
"State",333292,315171,285071,30100,18121,60085,59135,47182,11953,950,67076,63232,62060,1172,3844,206131,192804,175829,16975,13327,"State"
"Local, total",334717,334717,312848,21869,0,233244,233244,219626,13618,0,53582,53582,50826,2756,0,47891,47891,42396,5495,0,"Local, total"
"Counties",149566,149566,138169,11397,0,63307,63307,59992,3315,0,39483,39483,36896,2587,0,46776,46776,41281,5495,0,"Counties"
"Municipalities",186313,185151,174679,10472,1162,170006,169937,159634,10303,69,14176,14099,13930,169,77,2131,1115,1115,0,1016,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"California",17872447,17872447,16952062,920385,"-",7712594,7712594,7352751,359843,"-",3950419,3950419,3747432,202987,"-",6209434,6209434,5851879,357555,"-","California"
"State",5973220,5197179,4846468,350711,776041,1038589,925709,878246,47463,112880,966757,411336,405058,6278,555421,3967874,3860134,3563164,296970,107740,"State"
"Local, total",12681271,12675268,12105594,569674,6003,6786885,6786885,6474505,312380,0,3539083,3539083,3342374,196709,0,2355303,2349300,2288715,60585,6003,"Local, total"
"Counties",7684864,7636610,7320670,315940,48254,2309025,2266774,2146643,120131,42251,3095304,3095304,2959152,136152,0,2280535,2274532,2214875,59657,6003,"Counties"
"Municipalities",5317562,5038658,4784924,253734,278904,4797397,4520111,4327862,192249,277286,443799,443779,383222,60557,20,76366,74768,73840,928,1598,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Colorado",1539709,1539709,1405284,134425,"-",652965,652965,623960,29005,"-",286620,286620,280885,5735,"-",600124,600124,500439,99685,"-","Colorado"
"State",657243,628050,546243,81807,29193,55270,55222,54820,402,48,146456,146456,142494,3962,0,455517,426372,348929,77443,29145,"State"
"Local, total",911659,911659,859041,52618,0,597743,597743,569140,28603,0,140164,140164,138391,1773,0,173752,173752,151510,22242,0,"Local, total"
"Counties",335994,335613,305012,30601,381,152465,152389,144733,7656,76,58668,58363,57628,735,305,124861,124861,102651,22210,0,"Counties"
"Municipalities",576798,576046,554029,22017,752,446106,445354,424407,20947,752,81801,81801,80763,1038,0,48891,48891,48859,32,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Connecticut",1379356,1379356,1326222,53134,"-",592738,592738,572996,19742,"-",292846,292846,272556,20290,"-",493772,493772,480670,13102,"-","Connecticut"
"State",869016,868944,829237,39707,72,109559,109523,103187,6336,36,265649,265649,245380,20269,0,493808,493772,480670,13102,36,"State"
"Local, total",510566,510412,496985,13427,154,483369,483215,469809,13406,154,27197,27197,27176,21,0,0,0,0,0,0,"Local, total"
"Municipalities",512242,510412,496985,13427,1830,485045,483215,469809,13406,1830,27197,27197,27176,21,0,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Delaware",329899,329899,318561,11338,"-",131700,131700,122709,8991,"-",75052,75052,73865,1187,"-",123147,123147,121987,1160,"-","Delaware"
"State",249785,239973,234010,5963,9812,52294,49833,46217,3616,2461,71883,66993,65806,1187,4890,125608,123147,121987,1160,2461,"State"
"Local, total",89928,89926,84551,5375,2,81869,81867,76492,5375,2,8059,8059,8059,0,0,0,0,0,0,0,"Local, total"
"Counties",40566,40518,38028,2490,48,34023,33975,31485,2490,48,6543,6543,6543,0,0,0,0,0,0,0,"Counties"
"Municipalities",49410,49408,46523,2885,2,47894,47892,45007,2885,2,1516,1516,1516,0,0,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"District of Columbia",733950,733950,708414,25536,"-",279805,279805,260400,19405,"-",153988,153988,151231,2757,"-",300157,300157,296783,3374,"-","District of Columbia"
"Local, total",733950,733950,708414,25536,0,279805,279805,260400,19405,0,153988,153988,151231,2757,0,300157,300157,296783,3374,0,"Local, total"
"Municipality",733950,733950,708414,25536,0,279805,279805,260400,19405,0,153988,153988,151231,2757,0,300157,300157,296783,3374,0,"Municipality"
,,,,,,,,,,,,,,,,,,,,,
"Florida",7253489,7253489,6769007,484482,"-",3230857,3230857,3051786,179071,"-",1268881,1268881,1123180,145701,"-",2753751,2753751,2594041,159710,"-","Florida"
"State",2691366,2687711,2536042,151669,3655,319706,317387,295722,21665,2319,522462,521987,509739,12248,475,1849198,1848337,1730581,117756,861,"State"
"Local, total",4565778,4565778,4232965,332813,0,2913470,2913470,2756064,157406,0,746894,746894,613441,133453,0,905414,905414,863460,41954,0,"Local, total"
"Counties",3032790,3030053,2772644,257409,2737,1489576,1489576,1403413,86163,0,676238,675101,545764,129337,1137,866976,865376,823467,41909,1600,"Counties"
"Municipalities",1535725,1535725,1460321,75404,0,1423894,1423894,1352651,71243,0,71793,71793,67677,4116,0,40038,40038,39993,45,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Georgia",2637532,2637532,2409066,228466,"-",1050368,1050368,959543,90825,"-",387526,387526,377400,10126,"-",1199638,1199638,1072123,127515,"-","Georgia"
"State",1133721,1101936,1019067,82869,31785,172147,169029,139325,29704,3118,79718,75582,74810,772,4136,881856,857325,804932,52393,24531,"State"
"Local, total",1535635,1535596,1389999,145597,39,881378,881339,820218,61121,39,311944,311944,302590,9354,0,342313,342313,267191,75122,0,"Local, total"
"Counties",954958,950399,853959,96440,4559,414586,413603,382412,31191,983,260043,260043,251392,8651,0,280329,276753,220155,56598,3576,"Counties"
"Municipalities",589267,585197,536040,49157,4070,469355,467736,437806,29930,1619,51901,51901,51198,703,0,68011,65560,47036,18524,2451,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Hawaii",468778,468778,440751,28027,"-",192287,192287,184965,7322,"-",148956,148956,144806,4150,"-",127535,127535,110980,16555,"-","Hawaii"
"State",257424,248360,227932,20428,9064,7019,2632,2597,35,4387,118483,118193,114355,3838,290,131922,127535,110980,16555,4387,"State"
"Local, total",220418,220418,212819,7599,0,189655,189655,182368,7287,0,30763,30763,30451,312,0,0,0,0,0,0,"Local, total"
"Counties",71076,71076,67814,3262,0,59432,59432,56326,3106,0,11644,11644,11488,156,0,0,0,0,0,0,"Counties"
"Municipalities",149342,149342,145005,4337,0,130223,130223,126042,4181,0,19119,19119,18963,156,0,0,0,0,0,0,"Municipalities"
,,,,,,,,,,,,,,,,,,,,,
"Idaho",388481,388481,364812,23669,"-",167159,167159,154661,12498,"-",88653,88653,85973,2680,"-",132669,132669,124178,8491,"-","Idaho"
"State",178788,177017,166497,10520,1771,32247,30724,28156,2568,1523,44031,44031,42529,1502,0,102510,102262,95812,6450,248,"State"
